State,Function,FT_Emp,FT_Dollar,PT_Emp,PT_Dollar,FTE_Emp,FTPT_Emp,Total,Spending,Spend_Mil
NC,Housing & Community Development,"2,651","11,990,296",288,"305,895","2,771","2,939","12,296,191",12296191,12.296191
NC,Natural Resources,"4,581","18,971,018",429,"370,400","4,735","5,010","19,341,418",19341418,19.341418
NC,Water Supply,"5,902","25,125,684",409,"324,686","6,029","6,311","25,450,370",25450370,25.45037
NC,Electric Power,"1,456","8,289,041",48,"87,995","1,481","1,504","8,377,036",8377036,8.377036
NC,Gas Supply,173,"861,736",3,"8,431",176,176,"870,167",870167,0.870167
NC,Transit,"1,933","8,252,497",705,"801,868","2,345","2,638","9,054,365",9054365,9.054365
NC,Education,"246,788","1,086,567,812","96,196","107,659,071","279,771","342,984","1,194,226,883",1194226883,1194.226883
NC,Libraries,"2,438","8,856,145","1,456","1,384,341","3,038","3,894","10,240,486",10240486,10.240486
NC,State liquor stores,0,0,0,0,0,0,0,0,0
NC,All other and unallocable,"15,729","69,949,866","16,911","4,071,271","21,227","32,640","74,021,137",74021137,74.021137
ND,Financial Administration,"1,383","6,943,444","1,361","488,911","1,496","2,744","7,432,355",7432355,7.432355
ND,Other Government Administration,563,"2,688,860","5,244","1,637,064",731,"5,807","4,325,924",4325924,4.325924
ND,Judicial and Legal,980,"5,806,685",219,"229,683","1,027","1,199","6,036,368",6036368,6.036368
ND,Police Protection,"2,009","11,395,066",82,"82,239","2,032","2,091","11,477,305",11477305,11.477305
ND,Fire Protection,504,"3,147,284",387,"86,872",531,891,"3,234,156",3234156,3.234156
ND,Corrections,"1,534","6,933,995",126,"269,699","1,590","1,660","7,203,694",7203694,7.203694
ND,Highways,"2,232","11,550,410",208,"138,555","2,270","2,440","11,688,965",11688965,11.688965
ND,Air Transportation,158,"853,177",39,"42,661",165,197,"895,838",895838,0.895838
ND,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
ND,Public Welfare,"1,506","6,754,542",282,"519,847","1,660","1,788","7,274,389",7274389,7.274389
ND,Health,"1,970","9,806,111",667,"1,157,586","2,237","2,637","10,963,697",10963697,10.963697
ND,Hospitals,809,"3,574,845",144,"221,605",852,953,"3,796,450",3796450,3.79645
ND,Social Insurance Administration,159,"772,241",36,"46,738",173,195,"818,979",818979,0.818979
ND,Solid Waste Management,321,"1,466,189",70,"60,714",340,391,"1,526,903",1526903,1.526903
ND,Sewerage,177,"742,400",79,"48,708",184,256,"791,108",791108,0.791108
ND,Parks and Recreation,788,"3,407,747","2,184","1,173,093","1,350","2,972","4,580,840",4580840,4.58084
ND,Housing & Community Development,190,"829,191",52,"72,335",211,242,"901,526",901526,0.901526
ND,Natural Resources,"1,228","5,869,253",581,"706,074","1,409","1,809","6,575,327",6575327,6.575327
ND,Water Supply,564,"2,851,353",138,"90,606",604,702,"2,941,959",2941959,2.941959
ND,Electric Power,19,"104,681",8,"47,887",20,27,"152,568",152568,0.152568
ND,Gas Supply,0,0,0,0,0,0,0,0,0
ND,Transit,56,"197,886",10,"16,445",62,66,"214,331",214331,0.214331
ND,Education,"21,273","102,911,985","11,946","17,514,731","26,188","33,219","120,426,716",120426716,120.426716
ND,Libraries,135,"630,402",224,"215,620",220,359,"846,022",846022,0.846022
ND,State liquor stores,0,0,0,0,0,0,0,0,0
ND,All other and unallocable,"2,148","11,434,309",403,"320,996","2,249","2,551","11,755,305",11755305,11.755305
OH,Financial Administration,"13,634","75,938,634","2,325","3,980,563","14,594","15,959","79,919,197",79919197,79.919197
OH,Other Government Administration,"8,435","40,292,970","10,857","8,415,961","10,357","19,292","48,708,931",48708931,48.708931
OH,Judicial and Legal,"18,768","90,176,117","2,256","4,099,945","19,697","21,024","94,276,062",94276062,94.276062
OH,Police Protection,"30,109","184,142,032","4,394","4,865,444","31,921","34,503","189,007,476",189007476,189.007476
OH,Fire Protection,"14,451","99,824,264","10,389","9,637,056","17,553","24,840","109,461,320",109461320,109.46132
OH,Corrections,"22,154","106,122,082",574,"808,171","22,451","22,728","106,930,253",106930253,106.930253
OH,Highways,"15,840","84,443,062","2,025","2,854,104","16,985","17,865","87,297,166",87297166,87.297166
OH,Air Transportation,"1,100","5,992,854",123,"120,552","1,148","1,223","6,113,406",6113406,6.113406
OH,Sea and Inland Port Facilities,39,"190,987",18,"18,206",46,57,"209,193",209193,0.209193
OH,Public Welfare,"21,754","95,851,322","2,049","2,778,201","22,880","23,803","98,629,523",98629523,98.629523
OH,Health,"14,330","71,159,450","3,113","4,167,295","15,720","17,443","75,326,745",75326745,75.326745
OH,Hospitals,"20,336","119,305,785","9,425","29,259,511","25,939","29,761","148,565,296",148565296,148.565296
OH,Social Insurance Administration,"1,303","7,524,344",7,"17,939","1,306","1,310","7,542,283",7542283,7.542283
OH,Solid Waste Management,"2,266","9,911,317",254,"372,952","2,410","2,520","10,284,269",10284269,10.284269
OH,Sewerage,"6,537","33,275,158",312,"444,462","6,681","6,849","33,719,620",33719620,33.71962
OH,Parks and Recreation,"6,687","31,324,613","8,363","6,854,078","9,775","15,050","38,178,691",38178691,38.178691
OH,Housing & Community Development,"3,946","17,567,977",455,"464,659","4,113","4,401","18,032,636",18032636,18.032636
OH,Natural Resources,"3,317","16,768,586",525,"861,023","3,637","3,842","17,629,609",17629609,17.629609
OH,Water Supply,"6,922","34,076,177",483,"574,978","7,108","7,405","34,651,155",34651155,34.651155
OH,Electric Power,"1,141","6,781,486",45,"58,901","1,161","1,186","6,840,387",6840387,6.840387
OH,Gas Supply,46,"242,095",3,"1,510",46,49,"243,605",243605,0.243605
OH,Transit,"6,193","32,293,303",649,"1,002,737","6,604","6,842","33,296,040",33296040,33.29604
OH,Education,"267,479","1,340,825,421","127,820","154,953,174","316,654","395,299","1,495,778,595",1495778595,1495.778595
OH,Libraries,"6,059","24,116,221","6,016","6,876,299","9,008","12,075","30,992,520",30992520,30.99252
OH,State liquor stores,0,0,0,0,0,0,0,0,0
OH,All other and unallocable,"13,031","66,595,652","2,232","2,891,012","13,943","15,263","69,486,664",69486664,69.486664
OK,Financial Administration,"5,417","24,485,238",502,"466,621","5,575","5,919","24,951,859",24951859,24.951859
OK,Other Government Administration,"2,769","12,750,753","1,172","456,234","2,913","3,941","13,206,987",13206987,13.206987
OK,Judicial and Legal,"3,923","18,283,546",517,"524,645","4,062","4,440","18,808,191",18808191,18.808191
OK,Police Protection,"11,287","56,001,246",845,"735,150","11,610","12,132","56,736,396",56736396,56.736396
OK,Fire Protection,"4,596","28,352,825",951,"195,553","4,693","5,547","28,548,378",28548378,28.548378
OK,Corrections,"6,745","22,756,876",176,"266,226","6,830","6,921","23,023,102",23023102,23.023102
OK,Highways,"7,820","29,476,946",236,"278,138","7,947","8,056","29,755,084",29755084,29.755084
OK,Air Transportation,342,"1,622,007",39,"42,199",360,381,"1,664,206",1664206,1.664206
OK,Sea and Inland Port Facilities,30,"132,794",1,"1,555",31,31,"134,349",134349,0.134349
OK,Public Welfare,"6,775","26,158,896",171,"225,734","6,867","6,946","26,384,630",26384630,26.38463
OK,Health,"6,470","36,007,944",768,"1,386,812","6,810","7,238","37,394,756",37394756,37.394756
OK,Hospitals,"12,067","67,631,965","2,845","5,511,201","13,420","14,912","73,143,166",73143166,73.143166
OK,Social Insurance Administration,683,"4,252,555",82,"449,327",735,765,"4,701,882",4701882,4.701882
OK,Solid Waste Management,"1,143","4,030,098",78,"66,767","1,183","1,221","4,096,865",4096865,4.096865
OK,Sewerage,"1,144","4,502,808",75,"75,914","1,178","1,219","4,578,722",4578722,4.578722
OK,Parks and Recreation,"1,772","6,354,572","1,200","963,209","2,307","2,972","7,317,781",7317781,7.317781
OK,Housing & Community Development,"1,208","4,763,413",263,"211,392","1,332","1,471","4,974,805",4974805,4.974805
OK,Natural Resources,"1,748","6,740,039",573,"411,931","1,939","2,321","7,151,970",7151970,7.15197
OK,Water Supply,"3,014","11,884,859",484,"347,461","3,194","3,498","12,232,320",12232320,12.23232
OK,Electric Power,"1,038","6,348,548",68,"96,149","1,073","1,106","6,444,697",6444697,6.444697
OK,Gas Supply,49,"176,138",1,411,50,50,"176,549",176549,0.176549
OK,Transit,284,"1,123,746",14,"21,526",292,298,"1,145,272",1145272,1.145272
OK,Education,"109,041","456,642,137","34,343","30,767,391","119,275","143,384","487,409,528",487409528,487.409528
OK,Libraries,"1,109","3,679,514",871,"1,179,399","1,485","1,980","4,858,913",4858913,4.858913
OK,State liquor stores,0,0,0,0,0,0,0,0,0
OK,All other and unallocable,"4,304","17,439,287",544,"498,060","4,500","4,848","17,937,347",17937347,17.937347
OR,Financial Administration,"7,725","48,972,181",415,"1,082,484","7,933","8,140","50,054,665",50054665,50.054665
OR,Other Government Administration,"3,957","26,876,581",621,"1,123,400","4,194","4,578","27,999,981",27999981,27.999981
OR,Judicial and Legal,"4,930","33,324,462",399,"1,185,060","5,106","5,329","34,509,522",34509522,34.509522
OR,Police Protection,"8,971","65,820,065",672,"1,496,290","9,240","9,643","67,316,355",67316355,67.316355
OR,Fire Protection,"4,168","36,505,278","1,264","593,137","4,367","5,432","37,098,415",37098415,37.098415
OR,Corrections,"8,693","53,314,258",474,"1,137,865","8,889","9,167","54,452,123",54452123,54.452123
OR,Highways,"7,294","43,468,244",219,"548,097","7,407","7,513","44,016,341",44016341,44.016341
OR,Air Transportation,520,"3,584,667",32,"78,830",536,552,"3,663,497",3663497,3.663497
OR,Sea and Inland Port Facilities,211,"1,183,934",61,"81,592",244,272,"1,265,526",1265526,1.265526
OR,Public Welfare,"11,212","34,152,216",482,"1,107,900","11,436","11,694","35,260,116",35260116,35.260116
OR,Health,"6,636","37,838,963",888,"2,533,570","7,082","7,524","40,372,533",40372533,40.372533
OR,Hospitals,"9,248","56,788,953","4,690","26,645,299","11,844","13,938","83,434,252",83434252,83.434252
OR,Social Insurance Administration,"2,210","17,768,917",28,"69,713","2,227","2,238","17,838,630",17838630,17.83863
OR,Solid Waste Management,425,"2,096,265",78,"146,183",459,503,"2,242,448",2242448,2.242448
OR,Sewerage,"1,762","11,253,814",146,"235,834","1,813","1,908","11,489,648",11489648,11.489648
OR,Parks and Recreation,"3,085","16,453,208","5,461","4,236,791","4,683","8,546","20,689,999",20689999,20.689999
OR,Housing & Community Development,"1,356","7,498,410",116,"183,489","1,410","1,472","7,681,899",7681899,7.681899
OR,Natural Resources,"3,307","18,089,725",554,"895,018","3,524","3,861","18,984,743",18984743,18.984743
OR,Water Supply,"2,095","13,089,045",265,"391,964","2,193","2,360","13,481,009",13481009,13.481009
OR,Electric Power,705,"6,235,374",37,"88,148",717,742,"6,323,522",6323522,6.323522
OR,Gas Supply,0,0,0,0,0,0,0,0,0
OR,Transit,"3,729","23,375,746",437,"1,297,032","4,044","4,166","24,672,778",24672778,24.672778
OR,Education,"84,155","465,958,226","62,815","91,244,841","105,235","146,970","557,203,067",557203067,557.203067
OR,Libraries,"1,229","6,378,480","1,336","2,290,743","1,835","2,565","8,669,223",8669223,8.669223
OR,State liquor stores,226,"1,456,527",21,"79,910",239,247,"1,536,437",1536437,1.536437
OR,All other and unallocable,"5,007","31,899,652",586,"959,835","5,227","5,593","32,859,487",32859487,32.859487
PA,Financial Administration,"13,717","66,934,268","3,664","3,325,841","14,653","17,381","70,260,109",70260109,70.260109
PA,Other Government Administration,"11,951","58,082,539","8,637","4,644,617","13,077","20,588","62,727,156",62727156,62.727156
PA,Judicial and Legal,"16,910","98,968,181","1,357","2,181,366","17,422","18,267","101,149,547",101149547,101.149547
PA,Police Protection,"30,203","220,421,702","6,844","7,712,686","32,862","37,047","228,134,388",228134388,228.134388
PA,Fire Protection,"6,229","46,876,529",822,"655,011","6,482","7,051","47,531,540",47531540,47.53154
PA,Corrections,"30,340","168,912,994",655,"1,350,563","30,701","30,995","170,263,557",170263557,170.263557
PA,Highways,"22,587","105,246,028","2,783","3,184,855","23,770","25,370","108,430,883",108430883,108.430883
PA,Air Transportation,"1,736","9,423,662",270,"284,327","1,846","2,006","9,707,989",9707989,9.707989
PA,Sea and Inland Port Facilities,60,"389,282",20,"11,217",65,80,"400,499",400499,0.400499
PA,Public Welfare,"24,981","109,811,863","1,564","2,827,743","25,786","26,545","112,639,606",112639606,112.639606
PA,Health,"10,431","53,128,805",493,"822,411","10,611","10,924","53,951,216",53951216,53.951216
PA,Hospitals,"8,068","51,711,415","2,413","9,827,313","8,875","10,481","61,538,728",61538728,61.538728
PA,Social Insurance Administration,"1,891","9,033,730",3,"15,654","1,892","1,894","9,049,384",9049384,9.049384
PA,Solid Waste Management,"3,030","14,251,428",409,"405,818","3,214","3,439","14,657,246",14657246,14.657246
PA,Sewerage,"5,881","31,180,561","1,115","774,389","6,164","6,996","31,954,950",31954950,31.95495
PA,Parks and Recreation,"3,537","17,048,267","2,515","1,780,896","4,262","6,052","18,829,163",18829163,18.829163
PA,Housing & Community Development,"4,779","23,890,824",318,"408,819","4,970","5,097","24,299,643",24299643,24.299643
PA,Natural Resources,"5,400","27,540,814","1,194","2,909,894","5,776","6,594","30,450,708",30450708,30.450708
PA,Water Supply,"5,704","28,728,793",725,"559,197","5,894","6,429","29,287,990",29287990,29.28799
PA,Electric Power,150,"916,784",35,"22,923",157,185,"939,707",939707,0.939707
PA,Gas Supply,"1,636","10,609,697",34,"86,795","1,653","1,670","10,696,492",10696492,10.696492
PA,Transit,"14,406","90,985,074",635,"911,992","14,817","15,041","91,897,066",91897066,91.897066
PA,Education,"267,480","1,482,700,255","99,034","163,444,362","307,861","366,514","1,646,144,617",1646144617,1646.144617
PA,Libraries,"1,276","5,998,752","1,012","1,042,734","1,682","2,288","7,041,486",7041486,7.041486
PA,State liquor stores,"3,160","13,029,566","1,886","3,292,903","4,181","5,046","16,322,469",16322469,16.322469
PA,All other and unallocable,"11,689","59,096,041","1,962","2,140,990","12,379","13,651","61,237,031",61237031,61.237031
RI,Financial Administration,"1,497","8,268,841",72,"117,695","1,532","1,569","8,386,536",8386536,8.386536
RI,Other Government Administration,"1,474","8,603,719",853,"933,942","1,587","2,327","9,537,661",9537661,9.537661
RI,Judicial and Legal,"1,303","8,599,251",77,"117,706","1,321","1,380","8,716,957",8716957,8.716957
RI,Police Protection,"2,925","20,538,576",181,"219,509","2,984","3,106","20,758,085",20758085,20.758085
RI,Fire Protection,"2,278","15,153,589",327,"272,393","2,370","2,605","15,425,982",15425982,15.425982
RI,Corrections,"1,428","12,235,716",13,"40,566","1,430","1,441","12,276,282",12276282,12.276282
RI,Highways,"1,587","9,131,342",89,"111,635","1,631","1,676","9,242,977",9242977,9.242977
RI,Air Transportation,151,"1,104,609",0,0,151,151,"1,104,609",1104609,1.104609
RI,Sea and Inland Port Facilities,12,"48,731",8,"6,481",15,20,"55,212",55212,0.055212
RI,Public Welfare,"1,611","10,186,859",78,"109,687","1,648","1,689","10,296,546",10296546,10.296546
RI,Health,"1,066","6,735,873",35,"52,435","1,084","1,101","6,788,308",6788308,6.788308
RI,Hospitals,654,"4,064,935",78,"350,342",726,732,"4,415,277",4415277,4.415277
RI,Social Insurance Administration,360,"2,036,239",9,"25,194",367,369,"2,061,433",2061433,2.061433
RI,Solid Waste Management,188,"1,173,876",18,"32,950",199,206,"1,206,826",1206826,1.206826
RI,Sewerage,405,"2,286,799",11,"23,852",414,416,"2,310,651",2310651,2.310651
RI,Parks and Recreation,431,"2,088,141",347,"324,053",552,778,"2,412,194",2412194,2.412194
RI,Housing & Community Development,590,"2,801,992",84,"135,308",635,674,"2,937,300",2937300,2.9373
RI,Natural Resources,399,"2,507,066",10,"9,810",402,409,"2,516,876",2516876,2.516876
RI,Water Supply,577,"2,996,923",17,"31,781",581,594,"3,028,704",3028704,3.028704
RI,Electric Power,18,"126,263",0,0,18,18,"126,263",126263,0.126263
RI,Gas Supply,0,0,0,0,0,0,0,0,0
RI,Transit,827,"4,999,444",0,0,827,827,"4,999,444",4999444,4.999444
RI,Education,"22,795","137,065,080","10,173","12,255,835","25,745","32,968","149,320,915",149320915,149.320915
RI,Libraries,268,"1,225,418",390,"389,165",419,658,"1,614,583",1614583,1.614583
RI,State liquor stores,0,0,0,0,0,0,0,0,0
RI,All other and unallocable,"2,077","13,609,238",142,"171,124","2,126","2,219","13,780,362",13780362,13.780362
SC,Financial Administration,"6,733","28,870,751",373,"557,724","6,931","7,106","29,428,475",29428475,29.428475
SC,Other Government Administration,"3,204","14,332,297","1,449","932,967","3,535","4,653","15,265,264",15265264,15.265264
SC,Judicial and Legal,"5,102","23,495,127",594,"753,546","5,344","5,696","24,248,673",24248673,24.248673
SC,Police Protection,"14,589","63,549,745",918,"816,318","14,962","15,507","64,366,063",64366063,64.366063
SC,Fire Protection,"6,404","27,739,730",850,"561,735","6,649","7,254","28,301,465",28301465,28.301465
SC,Corrections,"10,574","36,753,567",132,"313,296","10,645","10,706","37,066,863",37066863,37.066863
SC,Highways,"6,833","26,203,513",73,"95,465","6,870","6,906","26,298,978",26298978,26.298978
SC,Air Transportation,658,"3,157,841",77,"72,832",698,735,"3,230,673",3230673,3.230673
SC,Sea and Inland Port Facilities,734,"5,500,313",6,"5,901",736,740,"5,506,214",5506214,5.506214
SC,Public Welfare,"6,175","20,008,001",157,"209,500","6,268","6,332","20,217,501",20217501,20.217501
SC,Health,"7,593","31,557,894",737,"1,502,109","7,997","8,330","33,060,003",33060003,33.060003
SC,Hospitals,"31,531","183,333,378","6,888","21,406,853","35,328","38,419","204,740,231",204740231,204.740231
SC,Social Insurance Administration,857,"3,254,053",28,"51,637",875,885,"3,305,690",3305690,3.30569
SC,Solid Waste Management,"2,221","7,165,645","1,009","958,619","2,764","3,230","8,124,264",8124264,8.124264
SC,Sewerage,"2,241","9,677,618",34,"36,095","2,255","2,275","9,713,713",9713713,9.713713
SC,Parks and Recreation,"3,938","13,819,194","3,228","2,495,455","5,147","7,166","16,314,649",16314649,16.314649
SC,Housing & Community Development,"1,263","5,261,466",130,"146,418","1,324","1,393","5,407,884",5407884,5.407884
SC,Natural Resources,"2,164","8,106,115",140,"150,468","2,244","2,304","8,256,583",8256583,8.256583
SC,Water Supply,"3,156","13,902,998",92,"74,029","3,190","3,248","13,977,027",13977027,13.977027
SC,Electric Power,"1,926","14,198,021",9,"23,137","1,934","1,935","14,221,158",14221158,14.221158
SC,Gas Supply,409,"2,129,243",12,"6,623",417,421,"2,135,866",2135866,2.135866
SC,Transit,312,"1,061,619",124,"152,463",375,436,"1,214,082",1214082,1.214082
SC,Education,"136,110","574,772,587","34,212","37,956,276","148,999","170,322","612,728,863",612728863,612.728863
SC,Libraries,"1,661","6,002,100",827,"875,897","2,040","2,488","6,877,997",6877997,6.877997
SC,State liquor stores,0,0,0,0,0,0,0,0,0
SC,All other and unallocable,"5,599","22,918,748",941,"1,122,210","5,975","6,540","24,040,958",24040958,24.040958
SD,Financial Administration,"1,464","6,709,744",963,"412,177","1,571","2,427","7,121,921",7121921,7.121921
SD,Other Government Administration,901,"4,121,894","4,179","988,700","1,051","5,080","5,110,594",5110594,5.110594
SD,Judicial and Legal,"1,077","5,928,822",179,"312,537","1,151","1,256","6,241,359",6241359,6.241359
SD,Police Protection,"2,048","10,509,226",226,"233,827","2,124","2,274","10,743,053",10743053,10.743053
SD,Fire Protection,506,"2,876,578",138,"44,830",512,644,"2,921,408",2921408,2.921408
SD,Corrections,"1,364","5,611,015",208,"259,020","1,445","1,572","5,870,035",5870035,5.870035
SD,Highways,"2,371","10,618,006",346,"394,875","2,485","2,717","11,012,881",11012881,11.012881
SD,Air Transportation,85,"493,046",32,"31,066",93,117,"524,112",524112,0.524112
SD,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
SD,Public Welfare,"1,734","7,591,332",351,"620,178","1,920","2,085","8,211,510",8211510,8.21151
SD,Health,888,"4,650,754",628,"937,208","1,130","1,516","5,587,962",5587962,5.587962
SD,Hospitals,732,"2,974,528",440,"944,125",984,"1,172","3,918,653",3918653,3.918653
SD,Social Insurance Administration,221,"874,969",2,"2,376",222,223,"877,345",877345,0.877345
SD,Solid Waste Management,248,"1,008,030",98,"67,551",272,346,"1,075,581",1075581,1.075581
SD,Sewerage,303,"1,319,083",111,"53,883",309,414,"1,372,966",1372966,1.372966
SD,Parks and Recreation,614,"2,719,307","1,143","618,055",922,"1,757","3,337,362",3337362,3.337362
SD,Housing & Community Development,140,"591,821",41,"25,409",152,181,"617,230",617230,0.61723
SD,Natural Resources,"1,004","4,238,912",604,"539,295","1,169","1,608","4,778,207",4778207,4.778207
SD,Water Supply,430,"2,048,845",108,"51,136",446,538,"2,099,981",2099981,2.099981
SD,Electric Power,165,"1,104,820",20,"14,850",172,185,"1,119,670",1119670,1.11967
SD,Gas Supply,19,"133,750",2,"1,812",20,21,"135,562",135562,0.135562
SD,Transit,34,"135,983",54,"81,600",55,88,"217,583",217583,0.217583
SD,Education,"23,627","98,044,124","11,548","10,978,915","27,104","35,175","109,023,039",109023039,109.023039
SD,Libraries,234,"964,743",281,"194,190",327,515,"1,158,933",1158933,1.158933
SD,State liquor stores,0,0,0,0,0,0,0,0,0
SD,All other and unallocable,"1,476","7,119,585",554,"479,299","1,633","2,030","7,598,884",7598884,7.598884
TN,Financial Administration,"9,051","43,993,668",574,"675,739","9,311","9,625","44,669,407",44669407,44.669407
TN,Other Government Administration,"5,365","21,718,042","2,733","1,838,122","5,855","8,098","23,556,164",23556164,23.556164
TN,Judicial and Legal,"7,431","39,068,691",851,"1,095,168","7,758","8,282","40,163,859",40163859,40.163859
TN,Police Protection,"21,392","96,053,655","1,969","2,358,442","22,266","23,361","98,412,097",98412097,98.412097
TN,Fire Protection,"8,394","39,358,600",956,"375,262","8,535","9,350","39,733,862",39733862,39.733862
TN,Corrections,"11,346","42,716,844",398,"530,447","11,532","11,744","43,247,291",43247291,43.247291
TN,Highways,"10,730","40,259,168",378,"487,105","10,950","11,108","40,746,273",40746273,40.746273
TN,Air Transportation,937,"5,421,204",159,"189,308","1,024","1,096","5,610,512",5610512,5.610512
TN,Sea and Inland Port Facilities,8,"27,053",5,"1,019",8,13,"28,072",28072,0.028072
TN,Public Welfare,"8,660","35,414,299",310,"349,650","8,832","8,970","35,763,949",35763949,35.763949
TN,Health,"8,225","37,068,194","1,164","1,828,605","8,885","9,389","38,896,799",38896799,38.896799
TN,Hospitals,"22,542","119,677,797","5,801","15,225,820","26,552","28,343","134,903,617",134903617,134.903617
TN,Social Insurance Administration,586,"2,178,453",0,0,586,586,"2,178,453",2178453,2.178453
TN,Solid Waste Management,"2,970","9,434,991","1,155","1,114,519","3,624","4,125","10,549,510",10549510,10.54951
TN,Sewerage,"2,450","10,774,578",69,"93,588","2,486","2,519","10,868,166",10868166,10.868166
TN,Parks and Recreation,"3,844","14,392,267","3,954","3,776,654","5,526","7,798","18,168,921",18168921,18.168921
TN,Housing & Community Development,"1,983","8,227,794",106,"126,914","2,043","2,089","8,354,708",8354708,8.354708
TN,Natural Resources,"3,696","17,666,258",583,"750,671","4,021","4,279","18,416,929",18416929,18.416929
TN,Water Supply,"5,200","23,157,062",382,"443,387","5,342","5,582","23,600,449",23600449,23.600449
TN,Electric Power,"5,765","40,128,320",129,"212,697","5,834","5,894","40,341,017",40341017,40.341017
TN,Gas Supply,"2,107","10,946,186",79,"137,012","2,142","2,186","11,083,198",11083198,11.083198
TN,Transit,882,"4,347,721",178,"243,115",978,"1,060","4,590,836",4590836,4.590836
TN,Education,"156,965","659,653,575","45,284","46,650,346","173,144","202,249","706,303,921",706303921,706.303921
TN,Libraries,"1,312","4,671,473",756,"759,583","1,660","2,068","5,431,056",5431056,5.431056
TN,State liquor stores,0,0,0,0,0,0,0,0,0
TN,All other and unallocable,"7,205","30,947,180","1,823","1,770,249","7,996","9,028","32,717,429",32717429,32.717429
TX,Financial Administration,"27,835","149,229,038","1,022","1,469,548","28,335","28,857","150,698,586",150698586,150.698586
TX,Other Government Administration,"16,853","89,193,903","2,771","2,429,843","17,595","19,624","91,623,746",91623746,91.623746
TX,Judicial and Legal,"28,274","157,012,509","2,337","3,991,223","29,187","30,611","161,003,732",161003732,161.003732
TX,Police Protection,"78,306","469,526,264","3,029","3,244,752","79,399","81,335","472,771,016",472771016,472.771016
TX,Fire Protection,"29,795","205,426,148","2,345","2,509,554","30,545","32,140","207,935,702",207935702,207.935702
TX,Corrections,"64,734","260,831,401","1,613","2,435,128","65,523","66,347","263,266,529",263266529,263.266529
TX,Highways,"33,799","151,893,693","1,191","1,726,083","34,434","34,990","153,619,776",153619776,153.619776
TX,Air Transportation,"5,488","30,297,165",123,"193,059","5,562","5,611","30,490,224",30490224,30.490224
TX,Sea and Inland Port Facilities,"1,269","9,419,932",29,"37,885","1,278","1,298","9,457,817",9457817,9.457817
TX,Public Welfare,"28,313","116,872,729",650,"792,004","28,643","28,963","117,664,733",117664733,117.664733
TX,Health,"51,264","242,327,938","3,187","6,989,454","53,089","54,451","249,317,392",249317392,249.317392
TX,Hospitals,"83,935","462,377,265","11,072","31,071,361","90,043","95,007","493,448,626",493448626,493.448626
TX,Social Insurance Administration,"4,494","18,570,187",29,"68,992","4,509","4,523","18,639,179",18639179,18.639179
TX,Solid Waste Management,"6,846","27,364,078",367,"446,253","7,028","7,213","27,810,331",27810331,27.810331
TX,Sewerage,"8,201","38,114,735",450,"329,082","8,296","8,651","38,443,817",38443817,38.443817
TX,Parks and Recreation,"16,589","62,911,479","7,635","6,443,561","19,787","24,224","69,355,040",69355040,69.35504
TX,Housing & Community Development,"6,786","31,594,789",720,"907,518","7,112","7,506","32,502,307",32502307,32.502307
TX,Natural Resources,"14,292","70,187,993","2,494","3,128,309","15,192","16,786","73,316,302",73316302,73.316302
TX,Water Supply,"17,942","84,159,027","1,467","934,067","18,294","19,409","85,093,094",85093094,85.093094
TX,Electric Power,"8,352","63,014,012",125,"414,405","8,431","8,477","63,428,417",63428417,63.428417
TX,Gas Supply,617,"3,711,697",13,"21,912",629,630,"3,733,609",3733609,3.733609
TX,Transit,"12,740","66,058,158",631,"1,131,492","13,145","13,371","67,189,650",67189650,67.18965
TX,Education,"874,684","3,970,859,108","220,498","234,935,859","953,507","1,095,182","4,205,794,967",4205794967,4205.794967
TX,Libraries,"5,401","21,437,027","2,538","3,014,977","6,713","7,939","24,452,004",24452004,24.452004
TX,State liquor stores,0,0,0,0,0,0,0,0,0
TX,All other and unallocable,"25,059","124,202,617","4,846","4,969,450","26,649","29,905","129,172,067",129172067,129.172067
UT,Financial Administration,"4,151","23,370,553",639,"984,547","4,445","4,790","24,355,100",24355100,24.3551
UT,Other Government Administration,"2,329","13,528,433","1,914","1,397,930","2,714","4,243","14,926,363",14926363,14.926363
UT,Judicial and Legal,"3,036","17,827,179",403,"642,586","3,199","3,439","18,469,765",18469765,18.469765
UT,Police Protection,"6,283","34,199,929","1,951","1,521,606","6,858","8,234","35,721,535",35721535,35.721535
UT,Fire Protection,"2,488","15,971,355","1,400","1,140,261","2,909","3,888","17,111,616",17111616,17.111616
UT,Corrections,"5,125","24,058,549",240,"274,932","5,228","5,365","24,333,481",24333481,24.333481
UT,Highways,"3,333","16,302,685",208,"273,793","3,431","3,541","16,576,478",16576478,16.576478
UT,Air Transportation,617,"3,385,985",26,"33,174",630,643,"3,419,159",3419159,3.419159
UT,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
UT,Public Welfare,"3,263","12,945,752",747,"874,275","3,606","4,010","13,820,027",13820027,13.820027
UT,Health,"5,410","25,778,745","1,670","2,330,128","6,095","7,080","28,108,873",28108873,28.108873
UT,Hospitals,"11,679","58,620,605","1,787","2,984,889","12,329","13,466","61,605,494",61605494,61.605494
UT,Social Insurance Administration,920,"3,957,059",22,"55,370",935,942,"4,012,429",4012429,4.012429
UT,Solid Waste Management,597,"2,515,645",97,"100,228",638,694,"2,615,873",2615873,2.615873
